STATE,STATION,DATE,REPORT_TYPE,SOURCE,STATION.LATITUDE,STATION.LONGITUDE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE.1,SOURCE.1,Sunrise,Sunset,TStorms,WindEquipmentChangeDate
Utah,SALT LAKE CITY,3/4/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,46,NA,NA,25.86,NA,7.3,0,5.7,19,61,30,150,20,0,0,0,170,16,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 30AVERAGE STATION PRESSURE:25.860 MINIMUM SEA LEVEL PRESSURE:30.13 TIME OF OCCURRENCE:1748 PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.3 24 HR AVG TEMP (F): 46DEPART FROM NORMAL:  6  HEATING DEGREE DAYS: 19 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):31 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,656,1824,NA,5/23/2007
Utah,SALT LAKE CITY,3/5/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,52,NA,NA,25.92,NA,10.2,0,11.4,13,66,37,170,23,0,0,0,160s,15s,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6624 HR MIN TEMP (F): 37AVERAGE STATION PRESSURE:25.920 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:2358 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.2 24 HR AVG TEMP (F): 52DEPART FROM NORMAL: 11  HEATING DEGREE DAYS: 13 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):66  LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,654,1825,NA,5/23/2007
Utah,SALT LAKE CITY,3/6/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,59,NA,NA,25.74,NA,13,0,18,6,70,48,170,27,0,0,0,150,23,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7024 HR MIN TEMP (F): 48AVERAGE STATION PRESSURE:25.740 MINIMUM SEA LEVEL PRESSURE:29.85 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):13.0 24 HR AVG TEMP (F): 59DEPART FROM NORMAL: 18  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):70  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,653,1826,NA,5/23/2007
Utah,SALT LAKE CITY,3/7/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,56,NA,NA,25.53,NA,15.2,0,14.7,9,64,47,160,37,0,0,0,170,28,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6424 HR MIN TEMP (F): 47AVERAGE STATION PRESSURE:25.525 MINIMUM SEA LEVEL PRESSURE:29.62 TIME OF OCCURRENCE:2053 PEAK WIND SPEED (MPH): 37 PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 28FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):15.2 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: 15  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):64  LATEST NIGHT MIN TEMP(1900-0800 LST):47 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,651,1827,NA,5/23/2007
Utah,SALT LAKE CITY,3/8/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,48,NA,NA,25.62,NA,8.7,0,6.3,17,54,41,280,31,0.05,0,0,280,25,RA,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.05 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5424 HR MIN TEMP (F): 41AVERAGE STATION PRESSURE:25.620 MINIMUM SEA LEVEL PRESSURE:29.68 TIME OF OCCURRENCE:0000 PEAK WIND SPEED (MPH): 31 PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 25FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.7 24 HR AVG TEMP (F): 48DEPART FROM NORMAL:  6  HEATING DEGREE DAYS: 17 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):52  LATEST NIGHT MIN TEMP(1900-0800 LST):44 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 T    0.03 T    0.02 T    0.00 0.00 0.00 0.00 0.00 0.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,650,1828,NA,5/23/2007
Utah,SALT LAKE CITY,3/9/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,49,NA,NA,25.75,NA,9.5,0,7,16,57,40,180,28,T,0,0,180,23,,NA,NA,NA,NA,NA,SOD74324 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5724 HR MIN TEMP (F): 40AVERAGE STATION PRESSURE(D):25.748 MINIMUM SEA LEVEL PRESSURE:29.91 TIME OF OCCURRENCE:0052 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 9.5 24 HR AVG TEMP (F): 49DEPART FROM NORMAL:  7  HEATING DEGREE DAYS: 16 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 57 LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,648,1829,NA,5/23/2007
Utah,SALT LAKE CITY,3/10/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,48,NA,NA,25.88,NA,4.3,0,5.7,17,58,37,340,17,0,0,0,340,14,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5824 HR MIN TEMP (F): 37AVERAGE STATION PRESSURE:25.880 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:0001 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):340 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):340 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.3 24 HR AVG TEMP (F): 48DEPART FROM NORMAL:  6  HEATING DEGREE DAYS: 17 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):58  LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,646,1830,NA,5/23/2007
Utah,SALT LAKE CITY,3/11/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,50,NA,NA,25.72,NA,5.9,0,7.4,15,61,38,340,17,T,0,0,360,13,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 38AVERAGE STATION PRESSURE:25.720 MINIMUM SEA LEVEL PRESSURE:29.89 TIME OF OCCURRENCE:2125 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):340 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):360 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.9 24 HR AVG TEMP (F): 50DEPART FROM NORMAL:  7  HEATING DEGREE DAYS: 15 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):61  LATEST NIGHT MIN TEMP(1900-0800 LST):38 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,645,1831,NA,5/23/2007
Utah,SALT LAKE CITY,3/12/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,48,NA,NA,25.69,NA,6.4,0,5.1,17,58,38,330,22,0,0,0,330,16,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5824 HR MIN TEMP (F): 38AVERAGE STATION PRESSURE:25.685 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 22 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.4 24 HR AVG TEMP (F): 48DEPART FROM NORMAL:  5  HEATING DEGREE DAYS: 17 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):58  LATEST NIGHT MIN TEMP(1900-0800 LST):38 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,643,1832,NA,5/23/2007
Utah,SALT LAKE CITY,3/13/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,41,NA,NA,25.46,NA,10.5,0,-2.2,24,50,32,140s,35s,0,0,0,150,28,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5024 HR MIN TEMP (F): 32AVERAGE STATION PRESSURE:25.460 MINIMUM SEA LEVEL PRESSURE:29.61 TIME OF OCCURRENCE:1417 PEAK WIND SPEED (MPH): 35 PEAK WIND DIR (DEG):140 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 28FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.5 24 HR AVG TEMP (F): 41DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 24 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):50  LATEST NIGHT MIN TEMP(1900-0800 LST):32 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,642,1833,NA,5/23/2007
Utah,SALT LAKE CITY,3/14/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,53,NA,NA,25.57,NA,22.2,0,9.5,12,60,46,210,45,0,0,0,170,33,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 46AVERAGE STATION PRESSURE:25.570 MINIMUM SEA LEVEL PRESSURE:29.72 TIME OF OCCURRENCE:0050 PEAK WIND SPEED (MPH): 45 PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 33FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):22.2 24 HR AVG TEMP (F): 53DEPART FROM NORMAL:  9  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):42 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,640,1835,NA,5/23/2007
Utah,SALT LAKE CITY,3/15/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,56,NA,NA,25.63,NA,17.3,0,12.3,9,65,47,170,40,0,0,0,160,30,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 47AVERAGE STATION PRESSURE:25.635 MINIMUM SEA LEVEL PRESSURE:29.79 TIME OF OCCURRENCE:1610 PEAK WIND SPEED (MPH): 40 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 30FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):17.3 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: 12  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):65  LATEST NIGHT MIN TEMP(1900-0800 LST):49 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,638,1836,NA,5/23/2007
Utah,SALT LAKE CITY,3/16/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,53,NA,NA,25.64,NA,11.1,0,9,12,62,44,190,27,0,0,0,190,20,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6224 HR MIN TEMP (F): 44AVERAGE STATION PRESSURE:25.640 MINIMUM SEA LEVEL PRESSURE:29.74 TIME OF OCCURRENCE:2358 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.1 24 HR AVG TEMP (F): 53DEPART FROM NORMAL:  9  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):62  LATEST NIGHT MIN TEMP(1900-0800 LST):46 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,637,1837,NA,5/23/2007
Utah,SALT LAKE CITY,3/17/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,53,NA,NA,25.48,NA,11.1,0,8.8,12,66,40,140,30,T,0,0,160,24,,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6624 HR MIN TEMP (F): 40AVERAGE STATION PRESSURE:25.475 MINIMUM SEA LEVEL PRESSURE:29.59 TIME OF OCCURRENCE:1751 PEAK WIND SPEED (MPH): 30 PEAK WIND DIR (DEG):140 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 24FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.1 24 HR AVG TEMP (F): 53DEPART FROM NORMAL:  9  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):66  LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00,SOD  ,6,635,1838,NA,5/23/2007
Utah,SALT LAKE CITY,3/18/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,46s,NA,NA,25.47,NA,10.3,0s,1.5s,19s,52,40s,160,25,0.07,0,0,180,21,RA,NA,NA,NA,NA,NA,SOD75324 HR PRECIPITATION (IN): 0.07 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 5224 HR MIN TEMP (F): 40AVERAGE STATION PRESSURE:25.470 MINIMUM SEA LEVEL PRESSURE:29.65 TIME OF OCCURRENCE:0002 PEAK WIND SPEED (MPH): 25 PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.3 24 HR AVG TEMP (F): 46DEPART FROM NORMAL:  2  HEATING DEGREE DAYS: 19 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):52( LATEST NIGHT MIN TEMP(1900-0800 LST):42(HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    0.02 0.05 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    T,SOD  ,6,633,1839,NA,5/23/2007
Utah,SALT LAKE CITY,3/19/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,43,NA,NA,25.62,NA,5.6,0,-1.7,22,48,37,170,17,0.09,0,0,330,14,RA,NA,NA,NA,NA,NA,SOD75624 HR PRECIPITATION (IN): 0.09 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 4824 HR MIN TEMP (F): 37AVERAGE STATION PRESSURE:25.620 MINIMUM SEA LEVEL PRESSURE:29.64 TIME OF OCCURRENCE:0327 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F): 43DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 22 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):48  LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01 0.01 0.01 0.01 T    T    0.00 T    T    0.00 0.00 0.00 T    0.00 0.00 0.04 0.01 T    0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,632,1840,NA,5/23/2007
Utah,SALT LAKE CITY,3/20/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,42,NA,NA,25.84,NA,8,0,-2.9,23,47,37,190,24,0.02,0,0,180,16,RA,NA,NA,NA,NA,NA,SOD73924 HR PRECIPITATION (IN): 0.02 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 4724 HR MIN TEMP (F): 37AVERAGE STATION PRESSURE:25.840 MINIMUM SEA LEVEL PRESSURE:30.07 TIME OF OCCURRENCE:0045 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.0 24 HR AVG TEMP (F): 42DEPART FROM NORMAL: -3  HEATING DEGREE DAYS: 23 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):47  LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.01 0.01 T    T    0.00 0.00 0.00 0.00 T    T    T    0.00 0.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,630,1841,NA,5/23/2007
Utah,SALT LAKE CITY,3/21/2020,SOD  ,6,40.78,-111.97,NA,SE,0.94,mi,SNOW,4225,NA,"SNOWBOARD, SNOWSTICK",40.7725,-111.95,WFO,NA,NA,NA,NA,43,NA,NA,25.79,NA,5.7,0,-2.1,22,53,33,250,28,T,0,0,240,22,,NA,NA,NA,NA,NA,SOD75624 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 5324 HR MIN TEMP (F): 33AVERAGE STATION PRESSURE:25.785 MINIMUM SEA LEVEL PRESSURE:30.01 TIME OF OCCURRENCE:1734 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.7 24 HR AVG TEMP (F): 43DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 22 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):53  LATEST NIGHT MIN TEMP(1900-0800 LST):33 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,628,1842,NA,5/23/2007
